validation_record_id,corpus_id,selection_stratum,title,authors,year,source_title_or_issuer,document_type,doi,url,access,access_type,access_url,screening_text,model_category,model_reason_code,model_confidence,model_needs_full_text,model_rationale,model_organism_evidence,model_stressor_evidence,model_response_evidence,model_transferability_basis,model_citation_chain_basis,core_include_trusted,priority_human_review,review_basis,final_category,reviewer_note
V6V-047,CWC-0346CF77FF17,WARM_TROPICAL_HARD_NEGATIVE,"Heavy metal concentrations in growth bands of corals: a record of mine tailings input through time (Marinduque Island, Philippines)",Carlos Primo C. David,2003,Marine Pollution Bulletin,article,10.1016/s0025-326x(02)00315-6,https://doi.org/10.1016/s0025-326x(02)00315-6,NO,NOT_CONFIRMED,,"The impact of copper mining along the western coast of Marinduque Island was investigated. Historic input of mine tailings in the coastal region was traced through variations in heavy metal concentrations in Porites growth bands. Five samples were collected from three reefs showing different modes and extent of exposure to mine tailings. Baseline metal concentrations in Porites were established using a coral from a reef that is least exposed to contamination. The lowest mean values of Cu (0.7 mug/g), Mn (0.8 mug/g), and Zn (1.0 mug/g) were calculated from annual skeletal bands representing five years of growth. Conversely, a sample from a reef adjacent to an old tailings stockpile displayed consistently elevated metal values in its growth bands. Mean Cu, Mn, and Zn values for this coral are 3.1, 1.0 and 1.8 mug/g, respectively. Corals from the Ihatub reef showed a distinct metal concentration peak in their 1996 growth ring. These peaks coincide with a documented release of mine tailings in the Ihatub area during that year. Other metal peaks observed in coral samples correlate with years of high precipitation which may have resulted in increased sediment transport in the region. The metals are presumed to be mostly bound to the aragonite lattice of the coral skeleton, however, contribution from incorporated detrital materials to the observed metal signal (mainly of Fe) could not be easily discounted. (C) 2002 Elsevier Science Ltd. All rights reserved.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The study concerns a tropical Porites coral from the Philippines, which is outside the deep-sea/cold-water scope. Though the stressor is sediment-related (mine tailings), the organism is warm-water and the rules prohibit treating tropical studies as transferable based on trait similarity. Additionally, the evidence is geochemical, not a biological response. The source is not a substantive deep-sea/cold-water lead, so CITATION_CHAIN_CANDIDATE is not appropriate. EXCLUDE with X02 is therefore preferred.","Tropical scleractinian coral Porites from Marinduque Island, Philippines (warm-water, not deep-sea/cold-water).",Mine tailings input and sediment transport as inferred from heavy metal concentrations in coral growth bands.,No biological response measured; only geochemical records of metal concentrations in skeletal bands. Growth bands reflect environmental exposure but not an eligible trait or biological response.,,,False,False,,,
V6V-048,CWC-2C96B03E5DC4,WARM_TROPICAL_HARD_NEGATIVE,"Modeling abundance, growth, and health of the solitary coral Scolymia wellsi (Mussidae) in turbid SW Atlantic coral reefs",Ericka O. C. Coni | Camilo M. Ferreira | Pedro Milet Meirelles | Rafael Menezes | Erika Flávia Crispim de Santana | Ana Paula B. Moreira | Gilberto M. Amado‐Filho | Beatrice Padovani Ferreira | Guilherme H. Pereira‐Filho | Fabiano L. Thompson | Rodrigo L. Moura | Ronaldo B. Francini‐Filho,2017,Marine Biology,article,10.1007/s00227-017-3090-4,https://doi.org/10.1007/s00227-017-3090-4,NO,NOT_CONFIRMED,,"Corals from the genus Scolymia have high-sediment-shifting capabilities and are generally associated with habitats with low light levels (shallow shaded/high-turbidity reefs and mesophotic reefs > 30 m depth). Here, the spatio-temporal dynamics in abundance, growth, and health (i.e., proportion of bleached/dead tissue) of the solitary coral Scolymia wellsi was modeled in the Abrolhos Bank, eastern Brazil, using boosted regression trees. Models were built using a yearly time series (2006-2008) of digital images of fixed benthic areas (photo-quadrats) and fixed S. wellsi individuals (n = 65). Samples were obtained in sites separated by up to 130 km and subjected to a wide range of biotic/abiotic conditions (as measured in situ and by remote sensing). Scolymia wellsi abundance was highest on inshore turbid reefs, although high nutrient availability (as inferred by the concentration of particulate organic carbon) and temperature were more important than turbidity (Kd(490)) itself for explaining this latter pattern. Bleaching affected mainly larger (older) individuals inhabiting inshore reefs, where S. wellsi abundance was highest, possibly reflecting natural coral senescence and/or negative density-dependent effects. Coral growth declined with size and with increased contact with turf algae/cyanobacterial mats, these latter organisms well recognized as major competitors for benthic space and coral disease facilitators. Species-specific coral population studies exploring different spatial scales (reef scale and coral scale) and a wide range of biotic/abiotic conditions may provide important insights on the ecological processes operating at the reef community and ecosystem levels.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"This study concerns Scolymia wellsi on tropical SW Atlantic reefs (Abrolhos Bank, Brazil). Although it addresses turbidity and coral health/growth, it is a warm-water/tropical study; per decision rules, such studies default to EXCLUDE, and trait similarities are not transferable. The text does not establish a deep-sea/cold-water context or an explicit sediment stressor-response pathway, and it is not a deep-sea/cold-water sediment-focused source suitable for citation mining. Thus, X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE is appropriate.","Scolymia wellsi, solitary coral; SW Atlantic tropical reef species at Abrolhos Bank, Brazil.","Turbidity, turbid reefs, temperature, particulate organic carbon; no explicit deep-sea/cold-water sediment exposure.","Abundance, growth, bleaching, and health (proportion bleached/dead tissue); no explicit sediment-related organism-level response.",,,False,False,,,
V6V-049,CWC-17DD3B7BCE9D,DEEPCOLD_CONTEXT_OR_CITATION,Control of Deep Currents on Sediment and Cold-Water Coral Distribution on the Northern Manihiki Plateau,Sara Bashah | Kimberly Galvez | Gregor P. Eberli | Kasey Cantwell,2020,Frontiers in Marine Science,article,10.3389/fmars.2020.00288,https://doi.org/10.3389/fmars.2020.00288,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,,"High-definition video surveys of remotely-operated vehicle (ROV) dives from the NOAA's Mountains in the Deep 2017 expedition (EX1705) along volcanic ridges and seamounts of the Manihiki Plateau coupled with multibeam bathymetry data and water column profiles, reveal no or minimal sediment cover on the basaltic edifice, but variable amounts of cold-water corals on ferromanganese-encrusted basaltic rocks. Coarse sediment, however, accumulates in crevasses and sedimentary ripples testify the existence of currents in the area. Collectively, these observations illustrate the strong influence of deep currents on the surficial geology and cold-water coral distribution at similar to 2,000 m water depths. Dive transects along two basaltic seamounts show stark differences of sedimentary features and cold-water coral distribution. On the ridges of ""Te Kawhiti"" (water depth: 2,089-2,220 m), basaltic slabs, and cold-water corals are far more abundant in comparison to the slope of a mesa in ""Te Tuku"" (water depth: 2,440-2,495 m). The increased abundance on ""Te Kawhiti"" is due to the exposure of ""Te Kawhiti"" to Lower Circumpolar Deep Water that sweeps the summit of the ridges as indicated by frequent ripples observed in between the basaltic rocks. The currents are strong enough to sweep fine-grained sediments away, leaving coarse-grained sediments behind, inducing the formation of ferromanganese crust on the basaltic rocks. Both dive sites are below the high-Mg calcite saturation horizon, and as a result, the cold-water coral community is dominated by Isididae, which can build a high-Mg calcite skeleton in water undersaturated in regards to high-Mg calcite.",CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,HIGH,False,"The abstract describes a deep-sea cold-water coral habitat distribution study at ~2,000-2,500 m depth. It reports sediment cover patterns and coral abundance differences related to deep currents. No eligible biological response (e.g., mortality, growth, physiology) is measured; the study is a distribution/habitat-description source. It is therefore not CORE_INCLUDE. It is a substantive deep-sea/cold-water coral source with a direct sediment and current focus, making its reference list a credible lead to in-scope response evidence. It is not EXCLUDE because it is a credible citation-chain candidate, and not TRANSFERABLE_MECHANISM because no trait response is tested.","Cold-water corals (Isididae) on basaltic seamounts at ~2,000-2,500 m depth.","Deep currents described as influencing sediment cover; fine sediment swept away, coarse sediment accumulates.",No eligible biological response measured; coral distribution/abundance differences described.,,Substantive deep-sea/cold-water coral study focused on sediment and current control of coral distribution; likely references sediment-coral response literature.,False,True,Confirm that reference mining is specifically justified.,,
V6V-050,CWC-9E67EE979CC6,WARM_TROPICAL_HARD_NEGATIVE,Transcriptomic signatures across a critical sedimentation threshold in a major reef-building coral,Colin Lock | Melissa M. Gabriel | Bastian Bentlage,2024,Frontiers in Physiology,article,10.3389/fphys.2024.1303681,https://doi.org/10.3389/fphys.2024.1303681,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.frontiersin.org/journals/physiology/articles/10.3389/fphys.2024.1303681/pdf,"Sedimentation is a major cause of global near-shore coral reef decline. Although the negative impacts of sedimentation on coral reef community composition have been well-documented, the effects of sedimentation on coral metabolism in situ have received comparatively little attention. Using transcriptomics, we identified gene expression patterns changing across a previously defined sedimentation threshold that was deemed critical due to changes in coral cover and community composition. We identified genes, pathways, and molecular processes associated with this transition that may allow corals, such as Porites lobata , to tolerate chronic, severe sedimentation and persist in turbid environments. Alternative energy generation pathways may help P. lobata maintain a persistent stress response to survive when the availability of light and oxygen is diminished. We found evidence for the expression of genes linked to increased environmental sensing and cellular communication that likely allow P. lobata to efficiently respond to sedimentation stress and associated pathogen challenges. Cell damage increases under stress; consequently, we found apoptosis pathways over-represented under severe sedimentation, a likely consequence of damaged cell removal to maintain colony integrity. The results presented here provide a framework for the response of P. lobata to sedimentation stress under field conditions. Testing this framework and its related hypotheses using multi-omics approaches can deepen our understanding of the metabolic plasticity and acclimation potential of corals to sedimentation and their resilience in turbid reef systems.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The record concerns Porites lobata, a tropical reef-building coral, in a near-shore turbid reef setting. The rules explicitly state that warm-water and tropical corals default to EXCLUDE and that analogous traits or sediment responses do not justify transfer to cold-water/deep-sea taxa absent explicit support. The abstract provides no basis for considering this a closely comparable cold-water/temperate analogue. Although the stressor (sedimentation) and molecular responses are clear, the organism is out of scope, so this is not a citation-chain candidate. EXCLUDE with X02 is the most appropriate decision.","Porites lobata, a reef-building coral; abstract describes near-shore tropical reef context, not deep-sea or cold-water.","Sedimentation explicitly identified as a stressor, with transcriptomic comparison across a critical sedimentation threshold.","Transcriptomic responses including gene expression changes, alternative energy generation pathways, apoptosis, and stress-response pathways; no direct organism-level fitness or physiological response reported in the abstract.",,,False,False,,,
V6V-051,CWC-E207D22CEB59,DEEPCOLD_CONTEXT_OR_CITATION,"Experimental Effects of Sediment Burial and Light Attenuation on Two Coralline Algae of a Deep Water Rhodolith Bed in Rio de Janeiro, Brazil",A. Villas‐Boas; F. Tâmega; Maurício Andrade; R. Coutinho; M. Figueiredo,2014,CRYPTOGAMIE ALGOLOGIE,JOUR,10.7872/crya.v35.iss1.2014.67,https://www.semanticscholar.org/paper/29541d4ff38f007e181fa86191c3ff89155832dd,NO,NOT_CONFIRMED,,"A dense rhodolith bed on deep-water soft bottoms in the Peregrino oil field in Campos Basin, Brazil was recently described. This critical habitat is increasingly subjected to disturbances that promote massive sediment dislodgment. This study aimed to test the combined effects of sediment burial and light attenuation on two main rhodolith-forming coralline algae. Experiments were conducted using the dominant algae Mesophyllum engelhartii and Lithothamnion sp. Color changes were measured as a response to burial with a thin layer of fine and coarse sediments compared to uncovered samples at two natural light levels. A mesocosm system exposed species to combined treatments of light and burial by sediments that mimic drill cuttings. M. engelhartii bleached after 75 days and Lithothamnion sp. earlier than that, at 41 days, when buried by fine sediments. Sediments had a strong negative effect on the photosynthesis of coralline algae species within two weeks. Low light levels are not a problem for these deep-water coralline species, but fine sediments have a negative effect after a relatively short time. Lithothamnion was more sensitive than M. engelhartii in terms of color changes but less sensitive in terms of their fluorescence responses to burial.",EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,HIGH,False,"The abstract clearly identifies the study organisms as coralline algae, not corals or sponges. The scope of this evidence set is limited to deep-sea or cold-water corals and sponges. Therefore, the organism is out of scope, regardless of the deep-water setting and sediment burial stressor. Exclude with X01_ORGANISM_OUT_OF_SCOPE.","Coralline algae (Mesophyllum engelhartii, Lithothamnion sp.) in a deep-water rhodolith bed; these are algae, not corals or sponges.","Experimental sediment burial with fine and coarse sediments mimicking drill cuttings, plus light attenuation.",Bleaching/colour changes and photosynthetic fluorescence responses measured over time.,,,False,False,,,
V6V-052,CWC-4FA30D292001,DEEPCOLD_RESPONSE,"The Importance of Ecological Accommodation Space and Sediment Supply for Cold-Water Coral Mound Formation, a Case Study From the Western Mediterranean Sea",Haozhuang Wang | Jürgen Titschack | Claudia Wienberg | Chelsea A. Korpanty | Dierk Hebbeln,2021,Frontiers in Marine Science,article,10.3389/fmars.2021.760909,https://doi.org/10.3389/fmars.2021.760909,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.frontiersin.org/articles/10.3389/fmars.2021.760909/pdf,"The formation of cold-water coral (CWC) mounds is commonly seen as being the result of the sustained growth of framework-forming CWCs and the concurrent supply and deposition of terrigenous sediments under energetic hydrodynamic conditions. Yet only a limited number of studies investigated the complex interplay of the various hydrodynamic, sedimentological and biological processes involved in mound formation, which, however, focused on the environmental conditions promoting coral growth. Therefore, we are still lacking an in-depth understanding of the processes allowing the on-mound deposition of hemipelagic sediments, which contribute to two thirds of coral mound deposits. To investigate these processes over geological time and to evaluate their contribution to coral mound formation, we reconstructed changes in sediment transport and deposition by comparing sedimentological parameters (grain-size distribution, sediment composition, accumulation rates) of two sediment cores collected from a Mediterranean coral mound and the adjacent seafloor (off-mound). Our results showed that under a turbulent hydrodynamic regime promoting coral growth during the Early Holocene, the deposition of fine siliciclastic sediments shifted from the open seafloor to the coral mounds. This led to a high average mound aggradation rate of &amp;gt;130 cm kyr –1 , while sedimentation rates in the adjacent off-mound area at the same time did not exceed 10 cm kyr –1 . Thereby, the baffling of suspended sediments by the coral framework and their deposition within the ecological accommodation space provided by the corals seem to be key processes for mound formation. Although, it is commonly accepted that these processes play important roles in various sedimentary environments, our study provided for the first time, core-based empirical data proving the efficiency of these processes in coral mound environment. In addition, our approach to compare the grain-size distribution of the siliciclastic sediments deposited concurrently on a coral mound and on the adjacent seafloor allowed us to investigate the integrated influence of coral mound morphology and coral framework on the mound formation process. Based on these results, this study provides the first conceptual model for coral mound formation by applying sequence stratigraphic concepts, which highlights the interplay of the coral-framework baffling capacity, coral-derived ecological accommodation space and sediment supply.",CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,HIGH,False,"The record is a sedimentological study of cold-water coral mound formation, explicitly linking coral framework baffling, ecological accommodation space, and sediment supply. However, it reports physical sedimentary responses (mound aggradation, grain-size shifts), not a biological or physiological response in corals. Therefore, it does not meet CORE_INCLUDE criteria. It also does not test a transferable mechanism (no organism-level sediment response). As a substantive deep-sea/cold-water coral source with direct sediment focus, it is a credible citation-chain lead for finding in-scope biological response evidence. EXCLUDE is not appropriate because the context and sediment pathway are clearly relevant. UNCERTAIN is unnecessary given the full abstract.",Cold-water corals (framework-forming CWCs) in a Mediterranean coral mound.,"Sediment supply, deposition, suspended sediments, and baffling of sediments by coral framework.",No observed or measured biological response; the study focuses on sedimentary processes and mound aggradation rates.,,Deep-sea/cold-water coral study with a direct sediment-deposition and mound-formation focus; its references likely include coral-sediment interaction and response studies.,False,True,Confirm that reference mining is specifically justified.,,
V6V-053,CWC-5B3ED894DEED,AMBIGUOUS_TITLE_ONLY,"Data associated with Grant et al (MER) ""Suspended sediment causes feeding current arrests in the glass sponge Aphrocallistes vastus""",Sally P. Leys | Nathan J.R. Grant,2018,University of Alberta Library,dataset,10.7939/r3ks6jj80,https://doi.org/10.7939/r3ks6jj80,NO,NOT_CONFIRMED,,,CORE_INCLUDE,,MEDIUM,True,"The title explicitly identifies a cold-water glass sponge (Aphrocallistes vastus) and a measured biological response (feeding current arrests) to suspended sediment exposure, satisfying the core organism, stressor, and response criteria. Although the record is a dataset rather than a journal article, the title directly reports the finding and is associated with a scientific publication (Grant et al.), so it is considered a substantive source. No abstract is available, but the title is unambiguous. The closest alternative would be to exclude for source type, but given the high-recall purpose and explicit match, inclusion is preferred. Needs full-text verification for detailed extraction.",Glass sponge Aphrocallistes vastus (deep-sea/cold-water sponge).,Explicit suspended sediment exposure.,"Feeding current arrests, an eligible feeding/pumping/filtration response.",,,True,False,,,
V6V-054,CWC-5A06A3A51CB3,DEEPCOLD_CONTEXT_OR_CITATION,The influence of different deep-sea coral habitats on sediment macrofaunal community structure and function,Jill R. Bourque | Amanda W.J. Demopoulos,2018,PeerJ,article,10.7717/peerj.5276,https://doi.org/10.7717/peerj.5276,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,,"Deep-sea corals can create a highly complex, three-dimensional structure that facilitates sediment accumulation and influences adjacent sediment environments through altered hydrodynamic regimes. Infaunal communities adjacent to different coral types, including reef-building scleractinian corals and individual colonies of octocorals, are known to exhibit higher macrofaunal densities and distinct community structure when compared to non-coral soft-sediment communities. However, the coral types have different morphologies, which may modify the adjacent sediment communities in discrete ways. Here we address: (1) how infaunal communities and their associated sediment geochemistry compare among deep-sea coral types ( Lophelia pertusa, Madrepora oculata, and octocorals) and (2) do infaunal communities adjacent to coral habitats exhibit typical regional and depth-related patterns observed in the Gulf of Mexico (GOM). Sediment push cores were collected to assess diversity, composition, numerical abundance, and functional traits of macrofauna (&gt;300 µm) across 450 kilometers in the GOM at depths ranging from 263–1,095 m. Macrofaunal density was highest in L. pertusa habitats, but similar between M. oculata and octocorals habitats. Density overall exhibited a unimodal relationship with depth, with maximum densities between 600 and 800 m. Diversity and evenness were highest in octocoral habitats; however, there was no relationship between diversity and depth. Infaunal assemblages and functional traits differed among coral habitats, with L. pertusa habitats the most distinct from both M. oculata and octocorals. These patterns could relate to differences in sediment geochemistry as L. pertusa habitats contained high organic carbon content but low proportions of mud compared to both M. oculata and octocoral habitats. Distance-based linear modeling revealed depth, mud content, and organic carbon as the primary factors in driving coral infaunal community structure, while geographic location (longitude) was the primary factor in functional trait composition, highlighting both the location and ecological differences of L. pertusa habitats from other coral habitats. Enhanced habitat structural complexity associated with L. pertusa and differences in localized hydrodynamic flow may contribute to the dissimilarities in the communities found among the coral types. Our results suggest a decoupling for infaunal coral communities from the typical depth-related density and diversity patterns present throughout soft-sediment habitats in the GOM, highlighting the importance of deep-sea corals in structuring unique communities in the nearby benthos.",CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,HIGH,False,"The abstract clearly indicates that the study's biological responses belong to macrofauna, not corals or sponges, so it fails CORE_INCLUDE. The deep-sea coral and sediment focus makes it a credible citation-chain lead, as its references may point to coral/sponge sediment-response evidence. Thus CITATION_CHAIN_CANDIDATE with C01 is preferred over EXCLUDE.","Deep-sea corals Lophelia pertusa, Madrepora oculata, and octocorals are named as habitat formers, but measured organisms are sediment macrofauna, not corals or sponges.","Sediment accumulation and geochemistry (mud, organic carbon) are central, but sediment is characterized as habitat context rather than an explicit stressor or exposure to corals.","Responses reported are macrofaunal density, diversity, composition, and functional traits; no coral or sponge biological response to sediment is described.",,"Substantive deep-sea coral habitat study with a direct sediment focus on push cores, geochemistry, and macrofauna; likely references coral-sediment interaction literature that could include in-scope responses.",False,True,Confirm that reference mining is specifically justified.,,
V6V-055,CWC-7398D80B9FD9,AMBIGUOUS_TITLE_ONLY,Chapter 18 Drilling Mud Plumes From Offshore Drilling Operations: Implications for Coral Survival,Eugene A. Shinn | J. Harold Hudson | Daniel M. Robbin | Carol K. Lee,1980,Elsevier oceanography series,book-chapter,10.1016/s0422-9894(08)71395-3,https://doi.org/10.1016/s0422-9894(08)71395-3,NO,NOT_CONFIRMED,,,UNCERTAIN,U01_MISSING_ABSTRACT,LOW,True,"Title indicates sediment-related exposure (drilling mud plumes) and a biological response (coral survival), which are within scope. However, the record lacks an abstract or other text to verify the coral species/habitat (deep-sea/cold-water vs tropical) or the nature of the survival evidence (measured, modeled, or inferred). The title alone is insufficient to confirm the organism is within scope or that a substantive response is reported. Because confidence is low and the record is ambiguous, UNCERTAIN is required. Closest alternative CORE_INCLUDE would require evidence that corals are deep-sea/cold-water and that survival is an observed/assessed response, which is missing. EXCLUDE is not appropriate because no clear scope failure is documented.",Coral mentioned in title; no indication whether deep-sea/cold-water or tropical.,Drilling mud plumes (sediment-related) from offshore drilling operations.,Implications for coral survival; survival response is eligible but no details on measurement or assessment.,,,False,True,Resolve if the supplied title/abstract is sufficient; otherwise retain UNCERTAIN.,,
V6V-056,CWC-76D1F696686D,DEEPCOLD_RESPONSE,Short-term physiological responses of the New Zealand deep-sea sponge Ecionemia novaezealandiae to elevated concentrations of suspended sediments,Valeria Mobilia | Vonda J. Cummings | Malcolm R. Clark | Dianne M. Tracey | James J. Bell,2021,Journal of Experimental Marine Biology and Ecology,article,10.1016/j.jembe.2021.151579,https://doi.org/10.1016/j.jembe.2021.151579,NO,NOT_CONFIRMED,,"Abstract The generation of sediment plumes by human activities, such as bottom fishing and potential deep-sea mining, poses threats to deep-sea benthic fauna. Sponges are important components of deep-sea ecosystems and can be particularly sensitive to elevated suspended sediment concentrations. In this study, we exposed the deep-sea New Zealand sponge Ecionemia novaezealandiae (Dendy, 1924) (Demospongiae: Ancorinidae) to a range of suspended sediment concentrations (SSC) (32, 78 and 475 mg l−1) and control conditions (no added sediment) continuously for two weeks. Survival was high (97%), with only one death (at the highest SSC). Half of the sponges in the 475 mg l−1 treatment showed partial necrosis by the end of the two-week exposure. Respiration rates of sponges in the sediment addition treatments decreased relative to control sponges by 27, 37 and 60%, respectively, after day 1; and by 7, 17, and 27%, respectively, after 14 days of suspended sediment exposure. At the end of the experiment, sectioning of the sponges revealed sediments deep in the tissue of all specimens, including controls, indicating previous incorporation of sediment occurred in their natural environment. Despite the high survival, the decreased respiration rates and partial necrosis with increasing SSC indicated a decline in sponge condition that could affect this species beyond the disturbance period.",CORE_INCLUDE,,HIGH,False,"The record explicitly describes a deep-sea sponge exposed to elevated suspended sediment concentrations and reports measured biological responses including survival, necrosis, and respiration rates. This satisfies all core requirements: organism in scope, explicit sediment pathway, and observed biological responses. No ambiguity or need for transferability. The source is a substantive journal article. Therefore CORE_INCLUDE is the appropriate decision.",Deep-sea New Zealand sponge Ecionemia novaezealandiae (Demospongiae: Ancorinidae).,"Elevated suspended sediment concentrations (32, 78, and 475 mg/l) versus control (no added sediment) for two weeks.",Survival was 97% with one death at 475 mg/l; partial necrosis in half of sponges at 475 mg/l; respiration rates decreased by 27–60% after day 1 and by 7–27% after 14 days relative to controls.,,,True,False,,,
V6V-057,CWC-18944FFDFC6F,WARM_TROPICAL_HARD_NEGATIVE,High-sediment tolerance in the reef coral Turbinaria mesenterina from the inner Great Barrier Reef lagoon (Australia),Jeremy Sofonia | Kenneth R. N. Anthony,2008,Estuarine Coastal and Shelf Science,article,10.1016/j.ecss.2008.02.025,https://doi.org/10.1016/j.ecss.2008.02.025,NO,NOT_CONFIRMED,,"Sedimentation is an important stressor on coral reefs subjected to run-off, dredging and resuspension events. Reefs with a history of high-sediment loads tend to be dominated by a few tolerant coral species. A key question is whether such species live close to their tolerance thresholds or near their niche optima. Here, we analyse experimentally the sediment tolerance of a spatially dominant coral, Turbinaria mesenterina (Dendrophylliidae), at nearshore reefs in the central Great Barrier Reef lagoon. Testing was conducted in a 5-week tank experiment under manipulated sediment loading and flow conditions. Physiological stress was assessed based on the behaviour of three key response variables: skeletal growth rate, energy reserves (lipid content) and photosynthetic performance. Because sediment effects are likely to vary between flow regimes, sediment and flow responses were tested using a full factorial design. Sediment loads greater than 110 mg cm(-2) had no effect on any of the physiological variables, regardless of flow (0.7-24 cm s(-1)). Turbinaria mesenterina is thus tolerant to sediment loads an order of magnitude higher than most severe sediment conditions in situ. Likely mechanisms for such tolerance are that: (1) colonies covered in sediment (60-120 mu m) in low-flow were able to clear themselves rapidly (within 45 h); and (2) sediment provides a source of food. These results suggest that intensified sediment regimes on coastal reefs may shift coral communities towards dominance by a few well-adapted species. (C) 2008 Elsevier Ltd. All rights reserved.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The study investigates a tropical reef coral from the Great Barrier Reef lagoon, not a deep-sea or cold-water coral or sponge. Although sediment exposure and biological responses are present, the organism is outside the core scope and the warm-water/tropical context cannot be assumed transferable to deep-sea/cold-water taxa. The abstract provides no evidence that the organism, environment, exposure, or response are closely comparable to target taxa, so TRANSFERABLE_MECHANISM is inappropriate. It is also not a credible CITATION_CHAIN_CANDIDATE because it is not a deep-sea/cold-water sediment-focused source. Therefore EXCLUDE with X02 is warranted.","Turbinaria mesenterina, a scleractinian reef coral from the inner Great Barrier Reef lagoon; tropical/warm-water, not deep-sea or cold-water.",Experimental sediment loading and flow conditions; sediment loads exceeding 110 mg cm^-2 in a factorial tank experiment.,"Measured physiological responses: skeletal growth rate, lipid content, and photosynthetic performance; also observed sediment clearance within 45 h.",,,False,False,,,
V6V-058,CWC-3A2EA7B59FD6,DEEPCOLD_RESPONSE,Stable Isotope composition of particulate organic matter and fauna in a deep Mediterranean cold-water coral bank,Antoine Carlier | E Le Guilloux | Karine Olu | Jozée Sarrazin | Francesco Mastrototaro | Marco Taviani | Jacques Clavier,2011,Figshare,dataset,10.1594/pangaea.771095,https://figshare.com/articles/Stable_Isotope_composition_of_particulate_organic_matter_and_fauna_in_a_deep_Mediterranean_cold-water_coral_bank/10849151,NO,NOT_CONFIRMED,,"Cold-water corals (CWC) are frequently reported from deep sites with locally accelerated currents that enhance seabed food particle supply. Moreover, zooplankton likely account for ecologically important prey items, but their contribution to CWC diet remains unquantified. We investigated the benthic food web structure of the recently discovered Santa Maria di Leuca (SML) CWC province (300 to 1100 m depth) located in the oligotrophic northern Ionian Sea. We analyzed stable isotopes (delta13C and delta15N) of the main consumers (including ubiquitous CWC species) exhibiting different feeding strategies, zooplankton, suspended particulate organic matter (POM) and sedimented organic matter (SOM). Zooplankton and POM were collected 3 m above the coral colonies in order to assess their relative contributions to CWC diet. The delta15N of the scleractinians Desmophyllum dianthus, Madrepora oculata and Lophelia pertusa and the gorgonian Paramuricea cf. macrospinawere consistent with a diet mainly composed of zooplankton. The antipatharian Leiopathes glaberrima was more 15N- depletedthan other cnidarians, suggesting a lower contribution of zooplankton to its diet. Our delta13C data clearly indicate that the benthic food web of SML is exclusively fuelled by carbon of phytoplanktonic origin. Nevertheless, consumers feeding at the water sediment interface were more 13C-enriched than consumers feeding above the bottom (i.e. living corals and their epifauna). This pattern suggests that carbon is assimilated via 2 trophic pathways: relatively fresh phytoplanktonic production for 13C-depleted consumers and more decayed organic matter for 13C-enriched consumers. When the delta13C values of consumers were corrected for the influence of lipids (which are significantly 13C-depleted relative to other tissue components), our conclusions remained unchanged, except in the case of L. glaberrima which could assimilate a mixture of zooplankton and resuspended decayed organic matter.",EXCLUDE,X03_STRESSOR_OUT_OF_SCOPE,HIGH,False,"The record concerns cold-water coral trophic ecology using stable isotopes. Although it mentions sedimented organic matter, this is a food-source variable, not an explicit sediment stressor or pathway. No sediment-related biological response (e.g., mortality, growth, feeding under sediment exposure, burial tolerance) is reported. Thus it does not meet core inclusion criteria. The absence of a sediment stressor is a specific eligibility failure, so exclusion is appropriate rather than citation-chain candidacy, which requires a direct sediment/drilling/monitoring focus for reference mining. Warm-water transferability is irrelevant.","Cold-water corals (Desmophyllum dianthus, Madrepora oculata, Lophelia pertusa, Paramuricea cf. macrospina, Leiopathes glaberrima) and associated fauna from a deep Mediterranean cold-water coral bank (300-1100 m).","No explicit sediment-related exposure or pathway. The study analyzes suspended and sedimented particulate organic matter as potential food sources, not as a stressor.",Diet composition and trophic pathway inferred from stable isotope analysis; no sediment-related biological response reported.,,,False,True,Audit possible silent exclusion from the deep/cold response-enriched stratum.,,
