calibration_record_id,corpus_id,decision,reason_code,organism_evidence,stressor_evidence,response_evidence,transferability_basis,citation_chain_basis,screening_source,confidence,needs_full_text,rationale,attempts,request_sha256,response_sha256
V6V-029,CWC-AABF14A88309,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,Tropical corals Pocillopora damicornis and Acropora millepora on the Great Barrier Reef.,Suspended sediment as a food source on turbid nearshore reefs.,"Particle clearance rates, sediment ingestion rates, and assimilation efficiency of particulate carbon.",,,TITLE_ABSTRACT,HIGH,False,"This is a warm-water/tropical Great Barrier Reef study directly testing coral feeding on suspended sediment. The organism is a tropical scleractinian coral, not a deep-sea or cold-water target. The study is outside the strict core definition and does not meet the exceptional transferable mechanism criteria because tropical mechanisms are not assumed transferable. No deep-sea/cold-water context is present, so it is not a credible citation-chain lead for deep-sea sediment evidence. Exclude under X02.",1,21e6b235ae66c8a9025ad1231676f1141bb38d9d433d3b4174c70adc23c9cccb,edf0d88a3de74b289d980473bd73ac76744fab8b9eab372d7df1a26c5281eecb
V6V-030,CWC-074B411D14C5,CITATION_CHAIN_CANDIDATE,C02_REVIEW_OR_MONITORING_LEAD,"Cold-water coral mini-mounds with Lophelia pertusa coral rubble, found at 250-410 m in canyon interfluves.",Sedimentological and geological study of submarine canyons; no explicit sediment exposure or stressor to corals described.,"No sediment-related biological response; biological analyses report ophiuroids and Munida associated with coral rubble, but no coral/sponge response to sediment.",,"Substantive deep-sea/cold-water coral paper focused on canyon geology, sedimentology, and habitat mapping; references likely include sediment-related coral studies.",TITLE_ABSTRACT,HIGH,False,"The record describes a cold-water coral habitat within a sedimentary canyon context, but lacks any explicit sediment exposure or biological response. It is therefore not core. It is a substantive deep-sea/cold-water coral source with a strong sedimentological and monitoring focus, making it a credible citation-chain lead for finding in-scope response evidence. The closest alternative, CORE_INCLUDE, is not supported because no trait or response is assessed. EXCLUDE would overlook the value of its reference list for high-recall screening.",1,353a69b5cccc4c0f0e972da9d920d96ae423a65e49180bcf567416c5fa978516,4b3a750a7188d7f2fc5a49d3eeea1b329ee800054623e3487a888aac71d06538
V6V-031,CWC-5E28A716FFBA,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,Tropical coral reefs including Acropora formosa in the Great Barrier Reef; no deep-sea or cold-water coral or sponge specified.,"Sediment pore waters were sampled for DMS/DMSP concentrations, but no sediment-related exposure or pathway was evaluated in the context of a stressor.",No coral or sponge biological response was measured; the study reports sulfur compound concentrations in environmental samples.,,,TITLE_ABSTRACT,HIGH,False,"The study is set in tropical coral reefs of the Great Barrier Reef, not deep-sea or cold-water environments. It measures DMS and DMSP concentrations in mucus and sediment pore waters, but does not assess any sediment-related biological response in corals or sponges. The warm-water context and lack of an organism-level response make this outside scope and not transferable to cold-water/deep-sea target taxa.",1,60e2cd1fc2c353052d3dd7029e4183a7ab90699504f6e0f3ac806c7608486256,df604f64631d28029691a622d4268256ee4ea3d7df6a4097a3fb6fcb3f70bf50
V6V-032,CWC-D54B2702337C,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Acropora coral, a tropical reef coral in the northern South China Sea.",Turbid reef environment mentioned; no explicit sediment exposure pathway or dose described.,"Mortality reported in the title, but response not linked to a specific sediment stressor.",,,TITLE_ONLY,HIGH,False,"The record clearly concerns a warm-water tropical Acropora coral from a South China Sea turbid reef. Per the decision rules, warm-water and tropical coral studies default to EXCLUDE without explicit evidence that the organism, environment, exposure, and response are closely comparable to deep-sea or cold-water target taxa. No abstract or full text is available to establish such transferability. The title alone indicates a tropical reef context, making this outside the core scope and not a credible citation-chain lead for cold-water/deep-sea sediment-response evidence. Therefore, EXCLUDE with X02.",1,2c8fafb147bcaa4e79e99b3510c040360d631642281fd3c72bfc832798560ce5,edab3ef81022ae5bae6f16553ef945f5c15f03238b16975345b4f77d4cad0950
V6V-033,CWC-F377D1FD8E5D,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,Massive Porites corals (tropical reef corals) in Papua New Guinea,Mine-related sediment/turbidity stress; increased turbidity,Coral tissue thickness used as bio-indicator; observed reduction in tissue thickness related to turbidity,,,TITLE_ABSTRACT,HIGH,False,"The record is explicitly about tropical massive Porites corals at Lihir Island, Papua New Guinea, not deep-sea or cold-water corals or sponges. The stressor is mine-related turbidity and the response is a tissue thickness metric. Since this is a warm-water/tropical study and there is no evidence of close comparability to cold-water deep-sea taxa, it cannot be CORE_INCLUDE or TRANSFERABLE_MECHANISM. It is also not a substantive deep-sea/cold-water citation-chain lead. Therefore, default EXCLUDE with reason X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE.",1,138cb28353682d827778d2fe3de480914e30d7ccc0394ce3a0274345480e8086,c6b0ed0f187293785376786acb82fa5edd5f2b635947355ceaccf9e45c57ac50
V6V-034,CWC-5B4499AD4C1C,CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,"Cold-water coral (CWC) mini-mounds (scleractinian corals, not species-specific) at Ferrol canyon head, 400-560 m depth.",Active sediment resuspension and intermediate nepheloid layers; bottom-current-controlled sedimentary processes; no specific experimental or direct sediment exposure.,"No measured or modeled coral/sponge biological response to sediment; mini-mounds described as relict; lack of contemporary growth tentatively attributed to trawling, not sediment.",,Substantive deep-sea/cold-water coral study focused on sedimentary processes and CWC mound habitats; reference list likely to include sediment-related impact or response studies.,TITLE_ABSTRACT,HIGH,False,"This is a geomorphological/sedimentary study of a cold-water coral mini-mound province. It documents sediment resuspension, bottom-current processes, and CWC mound occurrence/depth, but no measured or explicitly assessed sediment-related biological response. It is therefore not core. It is a substantive deep-sea/cold-water coral source with direct sediment-process focus, making its reference list a promising lead for in-scope response studies. A transferable-mechanism label is inappropriate because no organism-level response is tested. An exclusion would be too strong because the deep-sea CWC and sediment focus provide citation-mining value.",1,13b3335f4221c76391abefed0ad74cbfb92f1047e47e6e9b72676185d4c263f3,2e74fade2a48e00e1d80cf4600d27978c889de59556164f5098b4de592afc37a
V6V-035,CWC-578FFD6DF69B,EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,Coral reef fish (damselfish Pomacentrus moluccensis); not a coral or sponge.,"Suspended sediment treatments (10, 20, 30 mg/l) and turbidity in a coral reef habitat.","Behavioral changes in habitat use and movement; fish behavior, not a coral or sponge response.",,,TITLE_ABSTRACT,HIGH,False,"Abstract explicitly focuses on a damselfish, not a coral or sponge; therefore fails organism scope. It is a tropical coral reef fish study, so there is no basis for transferability to deep-sea or cold-water corals/sponges. None of the eligible responses pertain to corals/sponges. The study is not a substantive deep-sea/cold-water coral or sponge source for citation mining.",1,0c9d478af6d6a71e78c30cc7a7333987962e8d6571e61247ce866e085082147f,a32a4c6f0620562a554f8aa947250866476b3d2bac1c934382808ca3b9c93de7
V6V-036,CWC-EF36FAEBFC86,CORE_INCLUDE,,"Hexactinellid (siliceous) sponges; reef-building species in Queen Charlotte Basin, Canada.",Suspended particulate matter and suspended sediment in nepheloid layer; sediment trapping and accumulation as part of reef matrix.,Particle trapping and baffling by sponges; reduced suspended sediment concentration over reef sites; incorporation of trapped sediment into reef matrix; organic carbon and nitrogen enrichment.,,,TITLE_ABSTRACT,HIGH,False,"The record describes cold-water hexactinellid sponge reefs and explicitly reports sediment-related biological responses: sponges trap and baffle suspended particulate matter, reduce suspended sediment concentrations, and incorporate trapped sediments into the reef matrix. This constitutes an eligible filtration/trapping response to a sediment pathway. The study is in a cold-water setting, not tropical, and the response is directly observed and synthesized. Therefore, it meets the core inclusion criteria. No alternative category is needed.",1,a749d5c6a3394140375ba22caf98a7e333688a9d4ad1e21c0624039c27538e05,506006593176bcd65ca3a0b03f8ce6a1d4917ecb89c0144e57238f4c233caae2
V6V-037,CWC-733F952F3ED6,CORE_INCLUDE,,Deep-sea sponges and a deep-sea coral in New Zealand; also shallow-water sponges are mentioned.,"Increased suspended sediment concentrations (SSCs), dredging, bottom-contact fisheries, potential deep-sea mining sediment plumes.",Effects of elevated SSC on sponges and a deep-sea coral are investigated; specific response variables are not detailed in the abstract.,,,TITLE_ABSTRACT,MEDIUM,True,"The abstract explicitly names deep-sea sponges and a deep-sea coral in New Zealand, directly in scope. An explicit sediment-related exposure pathway is present via increased suspended sediment concentrations, dredging, and deep-sea mining plumes. The aim is to investigate effects on the target organisms, indicating an assessed biological response, though endpoints are not specified in the abstract. The document is a substantive dissertation. The closest alternative is CITATION_CHAIN_CANDIDATE, but the record itself directly addresses sediment impacts rather than merely serving as a lead; thus CORE_INCLUDE is preferred.",1,05a6059dbfd93bf96ffab60c7a2f0cdbf4036254a0fe365d1dbcfca5a903456f,a7cd4e33828bd6dd649bf24ad692cba185a1158d5790ea7518f5cb04dbc7a5e9
V6V-038,CWC-59CF454EFFD7,CORE_INCLUDE,,Antarctic sea pen (pennatulid Malacobelemnon daytoni); also ascidians (out of scope),Increased concentrations of fine-grained glacial sediment (15-200 mg L-1 and above),Oxygen consumption measured; sea pen respiration not affected by sediment exposure; ascidians showed tiered responses,,,TITLE_ABSTRACT,HIGH,False,"The record explicitly reports a cold-water Antarctic sea pen (a coral) exposed to increased sediment concentrations, with its oxygen consumption measured. This meets the core criteria: cold-water coral, sediment-related exposure, and an assessed physiological response (respiration). The sea pen response is reported separately from the ascidians, which are out of scope but do not negate the in-scope coral result. No transferability mechanism is needed. The closest alternative would be EXCLUDE based on the ascidian focus, but the sea pen finding is substantive and directly relevant.",1,e8cfbc9beaa7f4695ec0e31bd98372be10ff0a1588b6e0f461cf87464ef137ad,40c3afc617d793efc44e9689da2da020651641f947944c0d4b2b27e0d8d8523a
V6V-039,CWC-543E1FDEF0FC,CITATION_CHAIN_CANDIDATE,C02_REVIEW_OR_MONITORING_LEAD,Cold-water corals forming coral mounds in the Atlantic Ocean.,"Sediment accumulation, hiatuses, mass wasting, non-deposition, winnowing, and hydrodynamic processes affecting sedimentary records.",No biological response to sediment exposure is reported; focus is on sedimentary processes and coral mound stratigraphy.,,"This is a substantive deep-sea cold-water coral source reviewing sedimentary dynamics directly relevant to cold-water coral mounds, likely citing studies of coral growth, sediment interactions, and possibly biological responses.",TITLE_ABSTRACT,HIGH,False,"The supplied text describes cold-water coral mounds and reviews sedimentary processes (hiatuses, winnowing, non-deposition) but does not report any coral or sponge biological response to a sediment stressor. Therefore it is not CORE_INCLUDE. It is not a warm-water analogue, so TRANSFERABLE_MECHANISM is inappropriate. As a substantive deep-sea/cold-water coral-focused review with a direct sediment-deposition focus, its references are reasonably likely to lead to in-scope response evidence, making CITATION_CHAIN_CANDIDATE the best fit. C02_REVIEW_OR_MONITORING_LEAD is used because this is a review with a strong sedimentary focus that could lead to trait/response studies.",1,bfd9326963785d8a9d74e1acace09c1ade9e45192297497e04c64e8e01ea96be,5a6e0b1d3a64ef8771b1c667f58b6648c9925328fe6067c300aca8e8e19327fc
V6V-040,CWC-00D54340DAEA,CITATION_CHAIN_CANDIDATE,C02_REVIEW_OR_MONITORING_LEAD,"Cold-water coral mound (Propeller Mound, Porcupine Seabight); corals present as living coral framework and coral rubble facies.",Sediment composition and facies distribution; no explicit sediment exposure or stressor pathway evaluated.,No biological response reported; describes sedimentary facies and spatial mapping.,,Deep-sea cold-water coral mound with sediment and facies mapping focus; reference list is likely to include studies on coral-sediment interactions and responses.,TITLE_ABSTRACT,HIGH,False,"The abstract describes sediment composition and facies mapping on a cold-water coral mound, but does not report an organism-level response to a sediment stressor. It is a substantive deep-sea/cold-water coral source with a strong sediment/facies focus, making it a plausible citation-chain lead to in-scope response evidence. It is not core because no eligible biological response is described; it is not transferable because no mechanism is tested. Therefore, citation-chain candidate is the best fit.",1,a3c397213a1cc6b41650b251b4e0a0106f4a0894ac9c2b356cd29fc5101afdf5,b3a53e4d1799b1aae3ed46e5e4949893b25c600023dc4193b473c981f4e2bdf6
V6V-041,CWC-BEEEEFF3A865,CORE_INCLUDE,,"Vazella pourtalesii, a deep-sea glass sponge (Hexactinellida) sampled at 150 m depth on the Scotian Shelf, representing the upper limit of this deep-sea species.",Sediment deposition triggered by a storm; high suspended sediment concentrations; strong bottom currents (>37 cm/s) toppling and displacing the sponge.,"Sediment cleared from the sponge surface within 72 h; rhythmic contractions; passive locomotion and displacement without observed deterioration; behavioral responses to sediment deposition, currents, and positional changes.",,,TITLE_ABSTRACT,HIGH,False,"The record explicitly concerns a deep-sea glass sponge (Vazella pourtalesii), an explicit sediment stressor (storm-driven sediment deposition and high suspended sediment concentrations), and observed biological responses (sediment clearance within 72 hours, contractions, and tolerance to toppling/displacement). The article is a substantive peer-reviewed source. All CORE_INCLUDE criteria are met, and the direct organism-level response is reported, so it does not need transferable-mechanism or citation-chain treatment. Confidence is high because the abstract provides explicit quantitative and qualitative response evidence tied to the sediment exposure.",1,177631b317121ff071e19e617201c302af0661aa516cc5662e1ff87dc475b8df,29bc41b3a926ab623001f09b8126a079e36a08f27958279a086c41f4d50b4bd4
V6V-042,CWC-789F37BA22AF,CORE_INCLUDE,,"Deep-water corals along the continental slope of Campos Basin, Brazil are explicitly mentioned.","Sediment resuspension and deposition induced by bottom-trawling, with modeled sediment deposition layers.",Potential deleterious effects are assessed by comparing modeled deposition thickness to threshold/tolerance limits from the literature; the study explicitly evaluates impact/no-impact on corals.,,,TITLE_ABSTRACT,HIGH,False,"The record focuses on deep-water corals, an explicit sediment stressor (trawling-induced resuspension and deposition), and an explicitly assessed biological response via deposition thickness compared to tolerance thresholds. This matches the core inclusion criteria for exposure-response relationships or thresholds. The modeling approach is substantive and validated. The closest alternative would be CITATION_CHAIN_CANDIDATE, but the source does present an explicit sediment-related response assessment rather than merely providing a lead. Therefore CORE_INCLUDE is appropriate.",1,cd2aa9605a1be79a491d9ca813567fb13e645cd6ff409829c10c50f9b02b7c5d,ed60e3e443fee4956792a4ee5573b50f4bd67b59e66119418049138ab9ac0f2b
V6V-043,CWC-06C44FBDFF94,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Corals in Sumiyo Bay, Amami Oshima; no indication of deep-sea or cold-water taxa.",Sediment-related reef disturbance is explicitly mentioned as an influence on coral calcification.,Coral calcification assessed using skeletal geochemical proxies and skeletal growth parameters.,"None; subtropical/tropical reef setting is not closely transferable to deep-sea or cold-water corals, and no comparability evidence is provided.",Not a useful citation-chain lead for deep-sea/cold-water sediment response evidence.,TITLE_ONLY,HIGH,False,"The title describes a long-term assessment of sediment-related reef disturbance on coral calcification in Sumiyo Bay, Amami Oshima, which indicates a subtropical/tropical reef setting. No evidence suggests deep-sea or cold-water corals or sponges. Although sediment exposure and a biological response are present, the environmental context is outside scope. This is not eligible for TRANSFERABLE_MECHANISM because the setting is not cold/temperate and the required comparability to deep-sea/cold-water taxa is unsupported. The closest alternative, CITATION_CHAIN_CANDIDATE, is not justified because the paper is not a deep-sea/cold-water source with sediment focus likely to lead to in-scope evidence.",1,44783dac9e5917ae349a68775bc5ac98c5b0dea01f5588a3453d63524883642d,3562fc88ce919e32f56070eea157d3b55aa08ee19e4f8559a84a822c8b5ffc4a
V6V-044,CWC-9605970AD899,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Massive Porites corals at Lihir Island, Papua New Guinea (tropical scleractinian coral; not deep-sea/cold-water).","Anthropogenic turbidity from mining activities, with turbidity levels reaching 15-30 mg/l; sediment-related turbidity pathway.","Tissue thickness measured as a stress bioindicator; reduced tissue thickness and halted growth under high turbidity, with a 2.2 mm threshold.",,,TITLE_ABSTRACT,HIGH,False,"The record is a clear tropical coral study (massive Porites, Papua New Guinea) examining turbidity impacts on tissue thickness. It includes a sediment stressor (turbidity) and a substantive biological response, but the target population is warm-water/tropical, not deep-sea or cold-water. Per rules, warm-water/tropical studies default to EXCLUDE, even when they show analogous trait responses, because transferability to deep-sea or cold-water corals is not established. The closest alternative, TRANSFERABLE_MECHANISM, would require explicit evidence that the organism, environment, exposure, and response are closely comparable to target taxa, which is absent and contradicted by the tropical context. EXCLUDE is therefore appropriate.",1,03cc09fb62deb184e8b0db313932bda3a2defa511f7b56b1b06cb3e66e093645,3e0e877071c1bf006af9b78cbcc9473fe29fb02fe85f81934a72d1b488685840
V6V-045,CWC-210C328FBCBB,CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,"Cold-water coral carbonate mound (Challenger Mound, eastern Porcupine Seabight); cold-water corals are the framework builders, but no specific species named.","Sediment accumulation, depositional processes, and climatic controls on sediment supply; no explicit sediment stressor or exposure pathway is evaluated.","No observed, measured, or hypothesized biological response to sediment; coral cover is noted as facilitating sediment accumulation but not as a response to sediment stress.",,Substantive deep-sea/cold-water coral carbonate mound study with a direct sedimentological and depositional focus; references likely include in-scope sediment-coral response studies.,TITLE_ABSTRACT,HIGH,False,"The abstract describes a cold-water coral carbonate mound's sedimentary sequence and its palaeo-environmental significance, but does not report any biological response to sediment exposure or a sediment stressor. While the organism is in scope (cold-water coral mound) and the sediment pathway is central (deposition, accumulation), there is no response evidence. This rules out CORE_INCLUDE. EXCLUDE would be too strong because the source has a specific sediment focus and is a credible lead for finding in-scope response literature. Therefore, CITATION_CHAIN_CANDIDATE is appropriate, with reason code C01 for deep/cold context lacking a response.",1,64fbf97b9ab60137a9cfbac20fa11b03ef29acd616ad41261eb0b944fdd4855b,93e38a0d0352614207cdb87678b856336e17327017b29f1e1dfd6c9af4413fd0
V6V-046,CWC-46C0E98BA4FE,CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,"Cold-water coral carbonate mound (Challenger Mound, NE Atlantic); cold-water corals as mound builders.","Sediment accumulation, current-controlled sediment deposition and re-dispersal, iceberg rafting, depositional/preservational environment.","No observed, measured, or synthesized coral or sponge biological response to sediment exposure.",,Substantive deep-sea/cold-water coral sedimentological study focused on a cold-water coral carbonate mound; its reference list is reasonably likely to include studies on coral-sediment interactions and biological responses.,TITLE_ABSTRACT,HIGH,False,"The record concerns the depositional history and sediment contributors of a cold-water coral carbonate mound, with no biological response endpoint. It is a deep-sea/cold-water coral source with a strong sediment-focus, making it a credible citation-chain lead for sediment-related coral response evidence. It is not core because no organism-level response is reported. Exclude is inappropriate due to the deep-sea cold-water context and sediment focus. Transferable mechanism also not applicable because no response is assessed.",1,6a4f2d6d760beb88cbd30ccb14f19536411f39fe74dd6aa0ae11ab1ec42fe838,32b67c080626c662d8732585012159b058c258fab9ef4c8328ba0023556fd27d
V6V-047,CWC-0346CF77FF17,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Tropical scleractinian coral Porites from Marinduque Island, Philippines (warm-water, not deep-sea/cold-water).",Mine tailings input and sediment transport as inferred from heavy metal concentrations in coral growth bands.,No biological response measured; only geochemical records of metal concentrations in skeletal bands. Growth bands reflect environmental exposure but not an eligible trait or biological response.,,,TITLE_ABSTRACT,HIGH,False,"The study concerns a tropical Porites coral from the Philippines, which is outside the deep-sea/cold-water scope. Though the stressor is sediment-related (mine tailings), the organism is warm-water and the rules prohibit treating tropical studies as transferable based on trait similarity. Additionally, the evidence is geochemical, not a biological response. The source is not a substantive deep-sea/cold-water lead, so CITATION_CHAIN_CANDIDATE is not appropriate. EXCLUDE with X02 is therefore preferred.",1,be0b78d17488dc1fb9328318e2da79f2fcd95f5052ec8e1e8a0780a6a91f6c70,c30895a7330dd2b1e330aa1cac44bc05b2a0eed9996d7fb8da81a5251f22429c
V6V-048,CWC-2C96B03E5DC4,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Scolymia wellsi, solitary coral; SW Atlantic tropical reef species at Abrolhos Bank, Brazil.","Turbidity, turbid reefs, temperature, particulate organic carbon; no explicit deep-sea/cold-water sediment exposure.","Abundance, growth, bleaching, and health (proportion bleached/dead tissue); no explicit sediment-related organism-level response.",,,TITLE_ABSTRACT,HIGH,False,"This study concerns Scolymia wellsi on tropical SW Atlantic reefs (Abrolhos Bank, Brazil). Although it addresses turbidity and coral health/growth, it is a warm-water/tropical study; per decision rules, such studies default to EXCLUDE, and trait similarities are not transferable. The text does not establish a deep-sea/cold-water context or an explicit sediment stressor-response pathway, and it is not a deep-sea/cold-water sediment-focused source suitable for citation mining. Thus, X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE is appropriate.",1,ab9b458cbd1fa24acc0dd506b228fbf460689c72fbcd88c0949baa559eabf1cc,3d66fa91ba7833ba50c03f8a117cc84791042ffa97fe9c686efcbd467ba0ddaa
V6V-049,CWC-17DD3B7BCE9D,CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,"Cold-water corals (Isididae) on basaltic seamounts at ~2,000-2,500 m depth.","Deep currents described as influencing sediment cover; fine sediment swept away, coarse sediment accumulates.",No eligible biological response measured; coral distribution/abundance differences described.,,Substantive deep-sea/cold-water coral study focused on sediment and current control of coral distribution; likely references sediment-coral response literature.,TITLE_ABSTRACT,HIGH,False,"The abstract describes a deep-sea cold-water coral habitat distribution study at ~2,000-2,500 m depth. It reports sediment cover patterns and coral abundance differences related to deep currents. No eligible biological response (e.g., mortality, growth, physiology) is measured; the study is a distribution/habitat-description source. It is therefore not CORE_INCLUDE. It is a substantive deep-sea/cold-water coral source with a direct sediment and current focus, making its reference list a credible lead to in-scope response evidence. It is not EXCLUDE because it is a credible citation-chain candidate, and not TRANSFERABLE_MECHANISM because no trait response is tested.",1,6eae612177e944891e62bd46053e10a3eb30790217b117271f7e6462cd54fdf7,c43bd857088f5cc5e141d1c28a7124dc99c2528968de876b3101faaec2c4bdcc
V6V-050,CWC-9E67EE979CC6,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,"Porites lobata, a reef-building coral; abstract describes near-shore tropical reef context, not deep-sea or cold-water.","Sedimentation explicitly identified as a stressor, with transcriptomic comparison across a critical sedimentation threshold.","Transcriptomic responses including gene expression changes, alternative energy generation pathways, apoptosis, and stress-response pathways; no direct organism-level fitness or physiological response reported in the abstract.",,,TITLE_ABSTRACT,HIGH,False,"The record concerns Porites lobata, a tropical reef-building coral, in a near-shore turbid reef setting. The rules explicitly state that warm-water and tropical corals default to EXCLUDE and that analogous traits or sediment responses do not justify transfer to cold-water/deep-sea taxa absent explicit support. The abstract provides no basis for considering this a closely comparable cold-water/temperate analogue. Although the stressor (sedimentation) and molecular responses are clear, the organism is out of scope, so this is not a citation-chain candidate. EXCLUDE with X02 is the most appropriate decision.",1,bc63010bf31111927737539a5edfbb55946a7389095e161274a48f11c9bafadf,e4c8e8c4285cec7f9cf18b85ea95a02581f84b73a6a890e76588d520e76f377c
V6V-051,CWC-E207D22CEB59,EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,"Coralline algae (Mesophyllum engelhartii, Lithothamnion sp.) in a deep-water rhodolith bed; these are algae, not corals or sponges.","Experimental sediment burial with fine and coarse sediments mimicking drill cuttings, plus light attenuation.",Bleaching/colour changes and photosynthetic fluorescence responses measured over time.,,,TITLE_ABSTRACT,HIGH,False,"The abstract clearly identifies the study organisms as coralline algae, not corals or sponges. The scope of this evidence set is limited to deep-sea or cold-water corals and sponges. Therefore, the organism is out of scope, regardless of the deep-water setting and sediment burial stressor. Exclude with X01_ORGANISM_OUT_OF_SCOPE.",1,3cb42c6255fb8583f199996186d1a28c97449f7e7c4ffb6c47f4f5a059c28328,e0b70b37e28c01e9cfbaa086600479c7edc7b2f0a63063819fc1fb86eca63aa0
V6V-052,CWC-4FA30D292001,CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,Cold-water corals (framework-forming CWCs) in a Mediterranean coral mound.,"Sediment supply, deposition, suspended sediments, and baffling of sediments by coral framework.",No observed or measured biological response; the study focuses on sedimentary processes and mound aggradation rates.,,Deep-sea/cold-water coral study with a direct sediment-deposition and mound-formation focus; its references likely include coral-sediment interaction and response studies.,TITLE_ABSTRACT,HIGH,False,"The record is a sedimentological study of cold-water coral mound formation, explicitly linking coral framework baffling, ecological accommodation space, and sediment supply. However, it reports physical sedimentary responses (mound aggradation, grain-size shifts), not a biological or physiological response in corals. Therefore, it does not meet CORE_INCLUDE criteria. It also does not test a transferable mechanism (no organism-level sediment response). As a substantive deep-sea/cold-water coral source with direct sediment focus, it is a credible citation-chain lead for finding in-scope biological response evidence. EXCLUDE is not appropriate because the context and sediment pathway are clearly relevant. UNCERTAIN is unnecessary given the full abstract.",1,f749a65e9692319acadbfbae542d0c919d0773f6530b513e323b6b9834d6c185,cda6bca24bb8c10397457e0831b8624a998d77446648942c0bbbc474ff7c1425
V6V-053,CWC-5B3ED894DEED,CORE_INCLUDE,,Glass sponge Aphrocallistes vastus (deep-sea/cold-water sponge).,Explicit suspended sediment exposure.,"Feeding current arrests, an eligible feeding/pumping/filtration response.",,,TITLE_ONLY,MEDIUM,True,"The title explicitly identifies a cold-water glass sponge (Aphrocallistes vastus) and a measured biological response (feeding current arrests) to suspended sediment exposure, satisfying the core organism, stressor, and response criteria. Although the record is a dataset rather than a journal article, the title directly reports the finding and is associated with a scientific publication (Grant et al.), so it is considered a substantive source. No abstract is available, but the title is unambiguous. The closest alternative would be to exclude for source type, but given the high-recall purpose and explicit match, inclusion is preferred. Needs full-text verification for detailed extraction.",1,086a2ca0502e78f57c04a1b372c8ec2e25e6e7be5da0e5a1bf9d8c70da2a0b34,34303f6017dfd91cab3cd0c58329b091be8f8d22af0616537c5a56522ece23fb
V6V-054,CWC-5A06A3A51CB3,CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,"Deep-sea corals Lophelia pertusa, Madrepora oculata, and octocorals are named as habitat formers, but measured organisms are sediment macrofauna, not corals or sponges.","Sediment accumulation and geochemistry (mud, organic carbon) are central, but sediment is characterized as habitat context rather than an explicit stressor or exposure to corals.","Responses reported are macrofaunal density, diversity, composition, and functional traits; no coral or sponge biological response to sediment is described.",,"Substantive deep-sea coral habitat study with a direct sediment focus on push cores, geochemistry, and macrofauna; likely references coral-sediment interaction literature that could include in-scope responses.",TITLE_ABSTRACT,HIGH,False,"The abstract clearly indicates that the study's biological responses belong to macrofauna, not corals or sponges, so it fails CORE_INCLUDE. The deep-sea coral and sediment focus makes it a credible citation-chain lead, as its references may point to coral/sponge sediment-response evidence. Thus CITATION_CHAIN_CANDIDATE with C01 is preferred over EXCLUDE.",1,77dc65263b043443479998d9827b7f2d899495838a395490d17891e954e93dd6,789efd50a0ceeac7511913930477817434ec3e84b42c59b93f1d3e59b3f2a4ed
V6V-055,CWC-7398D80B9FD9,UNCERTAIN,U01_MISSING_ABSTRACT,Coral mentioned in title; no indication whether deep-sea/cold-water or tropical.,Drilling mud plumes (sediment-related) from offshore drilling operations.,Implications for coral survival; survival response is eligible but no details on measurement or assessment.,,,TITLE_ONLY,LOW,True,"Title indicates sediment-related exposure (drilling mud plumes) and a biological response (coral survival), which are within scope. However, the record lacks an abstract or other text to verify the coral species/habitat (deep-sea/cold-water vs tropical) or the nature of the survival evidence (measured, modeled, or inferred). The title alone is insufficient to confirm the organism is within scope or that a substantive response is reported. Because confidence is low and the record is ambiguous, UNCERTAIN is required. Closest alternative CORE_INCLUDE would require evidence that corals are deep-sea/cold-water and that survival is an observed/assessed response, which is missing. EXCLUDE is not appropriate because no clear scope failure is documented.",1,f1f71514f19aad0d8f32579409eb645cbf4221d60b350ae35b70c27b63e678c7,759ec8033b8458bf4e2684554b4f52243c7f77a4ebb279da3f9b23d9fe3b01df
