query_id,family,source,date_searched,paper_id,corpus_id,title,authors,year,publication_date,venue,publication_types,doi,arxiv_id,pubmed_id,url,is_open_access,open_access_pdf_url,citation_count,reference_count,influential_citation_count,fields_of_study,s2_fields_of_study,abstract
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,39e1c91f9d917a3b950cc88fb181b0142cc11f2e,59145826,"Impacts of non-point source sewage pollution on Elkhorn coral, Acropora palmata (Lamarck), assemblages of the southwestern Puerto Rico shelf",B. Sandoz; H. Mattei,2008,,,,,,,https://www.semanticscholar.org/paper/39e1c91f9d917a3b950cc88fb181b0142cc11f2e,False,,31,20,1,Environmental Science,Environmental Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3a117b931981c3173b53ec507e716eb846d4e2f2,81980001,Characterization of the Coral Disease 'Porites Bleaching with Tissue Loss' (PBTL) From Hawaii,M. Sudek,2013,,,,10.26686/wgtn.17003968,,,https://www.semanticscholar.org/paper/3a117b931981c3173b53ec507e716eb846d4e2f2,True,https://openaccess.wgtn.ac.nz/articles/thesis/Characterization_of_the_Coral_Disease_Porites_Bleaching_with_Tissue_Loss_PBTL_From_Hawaii/17003968/1/files/31455643.pdf,0,0,0,Biology,Biology; Environmental Science; Biology,"Coral reefs around the world are facing many threats and have sustained severe losses in coral cover over the past few decades. Coral bleaching and disease outbreaks have contributed substantially to this reef decline, however our understanding of factors contributing to the increase in coral disease prevalence are poorly understood. Information on the disease dynamics of different diseases affecting a reef system is essential for the development of effective management strategies.  The aim of this research was to characterise and build a case study of a bleaching response affecting Porites compressa in Kaneohoe Bay, Oahu, Hawaii. It manifests as a localised, discrete area on the coral colony with a bleached coenenchyme and pigmented polyps, giving the affected area a “speckled” appearance. A disease by definition is any interruption, cessation or disorder of body functions, systems or organs. Results of this study showed that this localised bleaching causes tissue loss and a reduction in the number of gametes, and hence harm to the host. It was therefore classified as a disease and named Porites bleaching with tissue loss (PBTL). In addition, PBTL does not appear to represent a common thermal bleaching response as it was present throughout the year during times when seawater temperature was well within the coral’s thermal threshold.  Symbiodinium cell density in PBTL-affected areas of the coral colony was reduced by 65%, and examination of affected host tissue using light microscopy showed fragmentation and necrosis. However, no potential pathogen was observed. Transmission electron microscopy (TEM) revealed a high occurrence of potential apoptotic Symbiodinium cells and a potential increase in the abundance of virus-like particles (VLPs) in PBTL-affected tissue. However a causal relationship remains to be established. Long-term monitoring showed spatio-temporal variations in PBTL prevalence. Temporal variations in prevalence reflected a seasonal trend with a peak during the summer months, linked to increasing seawater temperature. Spatial variations in disease prevalence were correlated with parrotfish density, turbidity and water motion. Of these, a negative correlation with variability (SD) in turbidity explained most of the variability in PBTL prevalence (12.8%). A positive correlation with water motion explained 9% and a positive correlation with the variability in parrotfish density explained 4.4%. Overall, only a relatively small proportion of variability in PBTL prevalence could be explained by these three factors (26.2%), suggesting that other factors, not investigated in this study, play a more important role in explaining PBTL patterns or that temporal variation in temperature is the overall major driving force.  Monitoring of individually tagged P. compressa colonies showed that >80% of affected colonies sustained partial colony mortality (tissue loss) within two months; on average, one third of the colony is lost. The amount of tissue loss sustained was correlated to lesion size but not colony size. Case fatality (total mortality) was low (2.6%), however this disease can affect the same colonies repeatedly, suggesting a potential for progressive damage which could cause increased tissue loss over time. PBTL was not transmissible through direct contact or the water column in controlled aquaria experiments, suggesting that this disease might not be caused by a pathogen, is not highly infectious, or perhaps requires a vector for transmission. At present, PBTL has only been observed within Kaneohe Bay. An investigation of the potential role of host and Symbiodinium genetics in disease susceptibility revealed the same Symbiodinium sub-clade (C15) in healthy and PBTL-affected colonies, suggesting no involvement of Symbiodinium type in disease etiology. Results regarding host genetics remained inconclusive; however a difference in allele frequency at one microsatellite locus was observed between healthy and diseased samples. This difference could, however, be due to a lower amplification of PBTL-affected samples at this locus and needs to be regarded with some caution.  The results of this study provide a case definition of PBTL which can be used as a baseline in further studies. P. compressa is the main framework building species in Kaneohe Bay, and the information gathered here on disease dynamics and virulence suggests that PBTL has the potential to negatively impact the resilience of reefs within the bay. Further research into the etiology of PBTL is necessary to fully understand the impact that this disease could have on coral reefs in Hawaii."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3aa59dd06d0f090f58918610dbfe3531c3290e35,59383311,The 2.6 Ma depositional sequence from the Challenger cold-water coral carbonate mound (IODP Exp. 307): Sediment contributors and hydrodynamic palaeo-environments,M. Thierens; J. Titschack; B. Dorschel; V. Huvenne; A. Wheeler; J. Stuut; R. O'Donnell,2010,2010-06-15,,,10.1016/J.MARGEO.2010.02.021,,,https://www.semanticscholar.org/paper/3aa59dd06d0f090f58918610dbfe3531c3290e35,False,,48,109,3,Geology,Geology; Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3bfd75ff500e9abf405fc28332cb794eee57826c,245142686,Reservoir Development of Cenozoic Carbonates in Southeast Asia,,2006,,,,,,,https://www.semanticscholar.org/paper/3bfd75ff500e9abf405fc28332cb794eee57826c,False,,0,0,0,,Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3c336249f3a87eda86792124af3ef04280d75e1d,11932526,Bleaching Susceptibility and Recovery of Colombian Caribbean Corals in Response to Water Current Exposure and Seasonal Upwelling,E. Bayraktarov; V. Pizarro; C. Eidens; T. Wilke; C. Wild,2013,2013-11-25,PLoS ONE,JournalArticle,10.1371/journal.pone.0080536,,24282551,https://www.semanticscholar.org/paper/3c336249f3a87eda86792124af3ef04280d75e1d,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0080536&type=printable,50,83,6,Medicine; Biology,Medicine; Biology; Environmental Science,"Coral bleaching events are globally occurring more frequently and with higher intensity, mainly caused by increases in seawater temperature. In Tayrona National Natural Park (TNNP) in the Colombian Caribbean, local coral communities are subjected to seasonal wind-triggered upwelling events coinciding with stronger water currents depending on location. This natural phenomenon offers the unique opportunity to study potential water current-induced mitigation mechanisms of coral bleaching in an upwelling influenced region. Therefore, coral bleaching susceptibility and recovery patterns were compared during a moderate and a mild bleaching event in December 2010 and 2011, and at the end of the subsequent upwelling periods at a water current-exposed and -sheltered site of an exemplary bay using permanent transect and labeling tools. This was accompanied by parallel monitoring of key environmental variables. Findings revealed that in 2010 overall coral bleaching before upwelling was significantly higher at the sheltered (34%) compared to the exposed site (8%). Whereas 97% of all previously bleached corals at the water current-exposed site had recovered from bleaching by April 2011, only 77% recovered at the sheltered site, but 12% had died there. In December 2011, only mild bleaching (<10% at both sites) was observed, but corals recovered significantly at both sites in the course of upwelling. No differences in water temperatures between sites occurred, but water current exposure and turbidity were significantly higher at the exposed site, suggesting that these variables may be responsible for the observed site-specific mitigation of coral bleaching. This indicates the existence of local resilience patterns against coral bleaching in Caribbean reefs."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3c5221adad40fb43b1033a175ac088327dc0241c,140537901,Interrelation among coral reef and sea-grass habitats in the Gulf of Mannar,R. Maheswari; V. Naganathan; J. Patterson,2011,2011-06-30,,,,,,https://www.semanticscholar.org/paper/3c5221adad40fb43b1033a175ac088327dc0241c,False,,10,31,1,Geography,Geography; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3c5a0d1dd75535ea9b5bab43912ec8782a1e377f,132316509,Effect of Terrigenous Sediment Influx on Coral Cover and Linear Extension Rates of Three Caribbean Massive Coral Species,J. L. Torres; J. Morelock,2002,,,,,,,https://www.semanticscholar.org/paper/3c5a0d1dd75535ea9b5bab43912ec8782a1e377f,False,,89,14,4,Geology,Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3ca708d755255e9c3d0e58a5f7a564563cb1cd18,84741121,Interspecies and spatial diversity in the symbiotic zooxanthellae density in corals from northern South China Sea and its relationship to coral reef bleaching,Shu Li; Kefu Yu; Q. Shi; Tianran Chen; Meixia Zhao; Jian-xin Zhao,2008,,,,10.1007/S11434-007-0514-4,,,https://www.semanticscholar.org/paper/3ca708d755255e9c3d0e58a5f7a564563cb1cd18,False,,65,42,6,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3cf60a96952f58b531ac45eede3361c11e96bd70,29456118,Composition and temporal stability of turf sediments on inner-shelf coral reefs.,S. Gordon; C. Goatley; D. Bellwood,2016,2016-10-15,Marine Pollution Bulletin,JournalArticle,10.1016/j.marpolbul.2016.07.013,,27427199,https://www.semanticscholar.org/paper/3cf60a96952f58b531ac45eede3361c11e96bd70,False,,40,65,0,Environmental Science; Medicine,Environmental Science; Medicine; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3d308efa4e43958ac2e48260d3de4f0c35291a17,282175128,Impact of warming and suspended terrigenous sediment on the Hawaiian reef coral Montipora capitata,Alexandra M. Good; Ashleigh M. Epps; Maile Coberly; Kuʻulei S. Rodgers; N. Prouty; C. Storlazzi; K. Bahr,2025,2025-10-15,Coral reefs,JournalArticle,10.1007/s00338-025-02752-4,,,https://www.semanticscholar.org/paper/3d308efa4e43958ac2e48260d3de4f0c35291a17,True,https://link.springer.com/content/pdf/10.1007/s00338-025-02752-4.pdf,0,96,0,,Environmental Science,"Coral reefs near high human population areas suffer from sedimentation and increased turbidity due to coastal development. However, there is limited research on how key species respond to turbidity caused by terrigenous sediment and how this response may change with increased water temperatures. This study investigated the effects of ambient and elevated turbidity (+ 26 NTU) in combination with ambient (27.1 °C) and elevated temperature (+ 4.1 °C; 31.2 °C) on the dominant Hawaiian reef coral Montipora capitata, collected from two Kāneʻohe Bay watersheds with distinct environmental histories. Using intermittent flow respirometry, we found that acute (12 h) exposure to elevated turbidity and temperature impacted algal symbionts (Symbiodinium spp.) but not the coral host, suggesting a potential delayed host physiological response. Corals from south Kāneʻohe Bay, where restricted water circulation and urbanization have degraded water quality, were more sensitive to stressors than those from the less-impacted northern sites, indicating that physiological responses vary by location and may be influenced by watershed conditions. The findings suggest that while short-term turbidity and warming impact Symbiodinium spp. immediately, prolonged exposure may lead to cascading effects on the coral host. Understanding these species-specific and location-dependent responses enhances our ability to guide restoration and conservation efforts for coral ecosystems facing both local (turbidity) and global (warming) stressors."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3d370e02e1e2c8e84ccc6e46e1374bf84a3b8d40,38147404,Impacts of turbidity on corals: The relative importance of light limitation and suspended sediments.,P. Bessell-Browne; A. Negri; R. Fisher; P. Clode; A. Duckworth; Ross Jones,2017,2017-04-15,Marine Pollution Bulletin,JournalArticle,10.1016/j.marpolbul.2017.01.050,,28162249,https://www.semanticscholar.org/paper/3d370e02e1e2c8e84ccc6e46e1374bf84a3b8d40,False,,126,82,1,Environmental Science; Medicine,Environmental Science; Medicine; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3d931b3f1a466a18dc978c4564403b5763f4f1e5,129105094,Global warming and the future of Caribbean coral reefs,Richard R. Graus; I. Macintyre,1998,1998-03-01,Carbonates and evaporites,,10.1007/BF03175433,,,https://www.semanticscholar.org/paper/3d931b3f1a466a18dc978c4564403b5763f4f1e5,False,,19,9,0,Geology,Geology; Environmental Science; Geology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3db4ec0b29a0b793c78a92d2ebe23afda3bd24a6,83546710,Depth can affect post-settlement survival of Haliotis iris (Mollusca:Gastropoda),P. McShane; J. Naylor,1995,1995-04-18,,,10.1016/0022-0981(94)00163-8,,,https://www.semanticscholar.org/paper/3db4ec0b29a0b793c78a92d2ebe23afda3bd24a6,False,,39,27,2,Biology,Biology; Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3df510dba2bb256a08564a854b344f940cab38b0,279709957,Holocene development of submerged keep‐up patch reefs on Bermuda without acroporids: A model of future reef accretion,Eduardo Islas‐Dominguez; Eberhard Gischler; J. Hudson,2025,2025-06-24,The Depositional Record,JournalArticle,10.1002/dep2.70023,,,https://www.semanticscholar.org/paper/3df510dba2bb256a08564a854b344f940cab38b0,True,https://doi.org/10.1002/dep2.70023,2,91,0,,Environmental Science,"The cover of living reef‐building corals has declined due to ocean warming, acidification, pollution and disease outbreaks. This decline endangers future reef development relying on acroporid corals, which are highly sensitive to environmental changes. Given these threats, there is a need for accretion models that do not rely on species dominance. To assess the potential of non‐acroporid framework and identify the key variables controlling their accretion, we reconstructed the internal structure and Holocene development of Bermuda patch reefs, lacking acroporids. Four rotary drill cores and two vibrocores recovered sequences composed of five facies in decreasing abundance: a framework of massive, stress‐tolerant corals, unconsolidated skeletal sand and gravel, coralline‐algal bindstone, Halimeda floatstone and peat. Radiocarbon dating of corals and peat shows that patch reefs developed in two stages. From 7 to 4 kyr B.P., during a sustained sea‐level rise, the coral framework facies accreted vertically, while the unconsolidated facies filled interstitial sand pockets in intermediate water depths. From 4 kyr B.P. onwards, during a reduced rate of sea‐level rise, vertical accretion has continued with a decline in coral diversity. Accretion was primarily controlled by massive coral framework construction and variation in environmental energy, turbidity and bioerosion, which collectively shaped the size, diversity and preservation of the framework. This led to a suppressed, steady vertical accretion rate of 2.18 ± 0.66 m/kyr on average. Although lower than that of acroporid reefs in the western Atlantic, the accretion rate did not decline throughout the Holocene, even as sea‐level rise slowed over the last 4 ka. The suppressed accretion rate resulted in submerged keep‐up reefs thriving in several metres of water during the mid‐late Holocene. This growth mode highlights the potential of coral reefs to develop under different controls beyond coral species dominance, a mode that could be applied to current and future coral reef development."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3e2fceba39d858129820b319b06e64a31a5f349b,13561318,"Calcium carbonate budgets for two coral reefs affected by different terrestrial runoff regimes, Rio Bueno, Jamaica",J. Mallela; C. Perry,2007,2007-03-06,Coral reefs,,10.1007/s00338-006-0169-7,,,https://www.semanticscholar.org/paper/3e2fceba39d858129820b319b06e64a31a5f349b,False,,129,60,13,Geology,Geology; Environmental Science; Geology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3e8606d8abbc13da4e14868858f68642735dc082,127579090,Environmental Concerns for the Future of Gulf Coral Reefs,C. Sheppard; Mohsen Al-Husiani; F. Al-Jamali; F. Al-Yamani; R. Baldwin; J. Bishop; F. Benzoni; F. Benzoni; É. Dutrieux; N. Dulvy; S. R. Durvasula; David A. Jones; R. Loughland; D. Medio; M. Nithyanandan; G. Pilling; I. Polikarpov; A. Price; S. Purkis; Bernhard Riegl; M. Saburova; K. Samimi-Namin; O. Taylor; Simon Wilson; K. Zainal,2012,2012-04-01,,,10.1007/978-94-007-3008-3_16,,,https://www.semanticscholar.org/paper/3e8606d8abbc13da4e14868858f68642735dc082,False,,36,156,2,Geography,Geography; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3eab6a300d0ee97528a4a4212a3744ab243ee7c0,131682269,"Reproduction and growth of the winged pearl oyster, Pteria penguin (Röding, 1798) in the Great Barrier Reef lagoon",M. Milione,2011,2011-06-01,,,,,,https://www.semanticscholar.org/paper/3eab6a300d0ee97528a4a4212a3744ab243ee7c0,False,,0,0,0,Geography,Geography; Environmental Science; Agricultural and Food Sciences; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3eb8d6fd84dbbc29f4302aea6f830a83bb381cd1,84951073,Tetracycline reduces sedimentation damage to corals,G. Hodgson,1990,1990-10-01,,,10.1007/BF01314355,,,https://www.semanticscholar.org/paper/3eb8d6fd84dbbc29f4302aea6f830a83bb381cd1,False,,96,20,11,Biology,Biology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,3f416a9a9da6bc1b0849ae5481a0aca24ca1367b,219000359,"Effects and recovery of larvae of the cold-water coral Lophelia pertusa (Desmophyllum pertusum) exposed to suspended bentonite, barite and drill cuttings.",J. Järnegren; S. Brooke; H. Jensen,2020,2020-04-24,Marine Environmental Research,JournalArticle,10.1016/j.marenvres.2020.104996,,32501265,https://www.semanticscholar.org/paper/3f416a9a9da6bc1b0849ae5481a0aca24ca1367b,True,https://www.sciencedirect.com/science/article/pii/S0141113619307913/pdf,8,51,0,Medicine; Environmental Science,Medicine; Environmental Science; Environmental Science,"Fossil fuel drilling operations create sediment plumes and release waste materials into the ocean. These operations sometimes occur close to sensitive marine ecosystems, such as cold-water corals. While there have been several studies on the effects of energy industry activities on adult corals, there is very little information on potential impacts to their early life history stages. Larval stages of many marine organisms, including cold-water corals use cilia as a means of feeding and swimming, and if these structures become clogged with suspended particulates, the larvae may sink and be lost to the system. The objective of this study was to understand the response of Lophelia pertusa larvae to a different drilling waste components, and assess post-exposure recovery. Larvae of two ages (eight and 21 days) were exposed to a range of concentrations of bentonite, barite and drill cuttings. Larval sensitivity was assessed using the concentration at which 50% of the larvae showed behavioral effects (EC50) or lethal effects (LC50). Larvae showed greatest sensitivity to bentonite, followed by barite and drill cuttings, and also showed age-related responses that differed among the test materials. Post exposure recovery was variable across materials, with larvae exposed to bentonite having the lowest recovery rates. Understanding the vulnerability of early life history stages to human activities can help inform management strategies to preserve reproductive capacity of important marine ecosystems."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,4047fced41267baca0994eb391d1b32a51d12845,210086819,Turbid reefs moderate coral bleaching under climate‐related temperature stress,S. Sully; R. van Woesik,2020,2020-01-08,Global Change Biology,JournalArticle,10.1111/gcb.14948,,31912964,https://www.semanticscholar.org/paper/4047fced41267baca0994eb391d1b32a51d12845,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gcb.14948,165,48,3,Medicine; Environmental Science,Medicine; Environmental Science; Environmental Science,"Thermal‐stress events that cause coral bleaching and mortality have recently increased in frequency and severity. Yet few studies have explored conditions that moderate coral bleaching. Given that high light and high ocean temperature together cause coral bleaching, we explore whether corals at turbid localities, with reduced light, are less likely to bleach during thermal‐stress events than corals at other localities. We analyzed coral bleaching, temperature, and turbidity data from 3,694 sites worldwide with a Bayesian model and found that Kd490, a measurement positively related to turbidity, between 0.080 and 0.127 reduced coral bleaching during thermal‐stress events. Approximately 12% of the world's reefs exist within this “moderating turbidity” range, and 30% of reefs that have moderating turbidity are in the Coral Triangle. We suggest that these turbid nearshore environments may provide some refuge through climate change, but these reefs will need high conservation status to sustain them close to dense human populations."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,417167679d90bb06b9df508b33aa0880871b8470,253816952,"Sustained mass coral bleaching (2016–2017) in Brazilian turbid-zone reefs: taxonomic, cross-shelf and habitat-related trends",C. Teixeira; Rodrigo L. L. Leitão; F. V. Ribeiro; F. Moraes; L. M. Neves; A. Bastos; G. H. Pereira-Filho; M. Kampel; P. Salomon; João A. Sá; Ludmilla N. Falsarella; Michelle Amario; Maria L. Abieri; R. C. Pereira; G. Amado-Filho; R. Moura,2019,2019-03-15,Coral reefs,,10.1007/s00338-019-01789-6,,,https://www.semanticscholar.org/paper/417167679d90bb06b9df508b33aa0880871b8470,False,,0,0,0,,Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,421487ce55602fe9efe3949dd10e635e7827a466,38833057,"Category 5 cyclone at Scott Reef, northwestern Australia",J. Gilmour; L. D. Smith,2006,2006-02-17,Coral reefs,,10.1007/s00338-005-0083-4,,,https://www.semanticscholar.org/paper/421487ce55602fe9efe3949dd10e635e7827a466,False,,18,0,0,Geology,Geology; Environmental Science; Geology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,42d4a4bbfc2bac2be66f2d68e2da4cb3b0332efd,129948014,"The influence of the Indian Ocean tsunami on coral reefs of Western Thailand, Andaman Sea, Indian Ocean",N. Phongsuwan; B. Brown,2007,,,Review,,,,https://www.semanticscholar.org/paper/42d4a4bbfc2bac2be66f2d68e2da4cb3b0332efd,False,,22,21,3,Geography,Geography; Environmental Science; Geology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,42fb8c5a7df896cacce9c3660f5965b935167671,52311945,Effects of variability in daily light integrals on the photophysiology of the corals Pachyseris speciosa and Acropora millepora,Stephanie DiPerna; M. Hoogenboom; S. Noonan; K. Fabricius,2018,2018-09-21,PLoS ONE,JournalArticle,10.1371/journal.pone.0203882,,30240397,https://www.semanticscholar.org/paper/42fb8c5a7df896cacce9c3660f5965b935167671,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0203882&type=printable,36,79,2,Medicine; Biology,Medicine; Biology; Environmental Science; Biology,"Phototrophic sessile organisms, such as reef corals, adjust their photosynthetic apparatus to optimize the balance of light capture versus protection in response to variable light availability (photoacclimation). In shallow marine environments, daily light integrals (DLI) can vary several-fold in response to water clarity and clouds. This laboratory study investigated the responses of two coral species to fluctuations in DLI. Corals were exposed to four contrasting DLI treatments: ‘high-light’ (potentially photoinhibiting conditions, 32 mol photons m-2 d-1), ‘low-light’ (potentially light-limiting conditions, 6 mol photons m-2 d-1), and two ‘variable light’ treatments that alternated between high and low conditions every 5 days. In the variable treatments, the shade-tolerant coral Pachyseris speciosa displayed cycles of rapid declines in maximum quantum yield during high-light and subsequent recoveries during low-light, showing photoacclimation at a time scale of 3–5 days. In contrast, the shallow-water coral Acropora millepora showed slow (>20 days) photoacclimation, and minimal changes in photosynthetic yields despite contrasting light exposure. However, growth (change in buoyant weight) in A. millepora was significantly slower under variable light, and even more so under low-light conditions, compared with high-light conditions. The responses of yields in P. speciosa match their preference for low-light environments, but suggest a vulnerability to even short periods of high-light exposure. In contrast, A. millepora had better tolerance of high-light conditions, however its slow photoacclimatory responses limit its growth under low and variable conditions. The study shows contrasting photoacclimatory responses in variable light environments, which is important to identify and understand as many coastal and midshelf reefs are becoming increasingly more turbid, and may experience higher variability in light availability."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,43195265735a98e71568da9109735f250036d2b1,2881621,Spatial variation in the functional characteristics of herbivorous fish communities and the resilience of coral reefs.,A. Cheal; M. Emslie; M. M. Aaron; I. Miller; H. Sweatman,2013,,Ecological Applications,JournalArticle; Review,10.1890/11-2253.1,,23495645,https://www.semanticscholar.org/paper/43195265735a98e71568da9109735f250036d2b1,False,,129,79,10,Geography; Medicine,Geography; Medicine; Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,44b6915b0e3592d702cf6ce3f5beaf6210159685,55665670,Cold-water coral carbonate mounds as unique palaeo-archives: the Plio-Pleistocene Challenger Mound record (NE Atlantic),M. Thierens; E. Browning; H. Pirlet; M. Loutre; B. Dorschel; V. Huvenne; J. Titschack; C. Colin; A. Foubert; A. Wheeler,2013,2013-08-01,,,10.1016/J.QUASCIREV.2013.05.006,,,https://www.semanticscholar.org/paper/44b6915b0e3592d702cf6ce3f5beaf6210159685,True,http://doc.rero.ch/record/205525/files/fou_cwc_sm.pdf,39,129,2,Geology,Geology; Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,44ca4b2d3f1c65ccf2e11ff7a09065ad422fce93,4724717,"Effects of coal contamination on early life history processes of a reef-building coral, Acropora tenuis.",K. Berry; M. Hoogenboom; Diane L. Brinkman; K. Burns; A. Negri,2017,2017-01-15,Marine Pollution Bulletin,JournalArticle,10.1016/j.marpolbul.2016.10.011,,28341127,https://www.semanticscholar.org/paper/44ca4b2d3f1c65ccf2e11ff7a09065ad422fce93,True,https://doi.org/10.1016/j.marpolbul.2016.10.011,23,64,1,Biology; Medicine,Biology; Medicine; Environmental Science,"Successful reproduction and larval dispersal are important for the persistence of marine invertebrate populations, and these early life history processes can be sensitive to marine pollution. Coal is emerging as a contaminant of interest due to the proximity of ports and shipping lanes to coral reefs. To assess the potential hazard of this contaminant, gametes, newly developed embryos, larvae and juveniles of the coral Acropora tenuis were exposed to a range of coal leachate, suspended coal, and coal smothering treatments. Fertilisation was the most sensitive reproductive process tested. Embryo survivorship decreased with increasing suspended coal concentrations and exposure duration, effects on larval settlement varied between treatments, while effects on juvenile survivorship were minimal. Leachate exposures had negligible effects on fertilisation and larval settlement. These results indicate that coral recruitment could be affected by spills that produce plumes of suspended coal particles which interact with gametes and embryos soon after spawning."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,44cff43bd697a2ae73df5136879867620766d210,43473598,Assessing the impacts of sediments from dredging on corals.,Ross Jones; P. Bessell-Browne; R. Fisher; Wojciech M. Klonowski; M. Slivkoff,2016,2016-01-15,Marine Pollution Bulletin,Review; JournalArticle,10.1016/j.marpolbul.2015.10.049,,26654296,https://www.semanticscholar.org/paper/44cff43bd697a2ae73df5136879867620766d210,True,https://www.sciencedirect.com/science/article/pii/S0025326X15301223/pdf,182,159,7,Medicine; Environmental Science,Medicine; Environmental Science; Environmental Science,"There is a need to develop water quality thresholds for dredging near coral reefs that can relate physical pressures to biological responses and define exposure conditions above which effects could occur. Water quality characteristics during dredging have, however, not been well described. Using information from several major dredging projects, we describe sediment particle sizes in the water column/seabed, suspended sediment concentrations at different temporal scales during natural and dredging-related turbidity events, and changes in light quantity/quality underneath plumes. These conditions differ considerably from those used in past laboratory studies of the effects of sediments on corals. The review also discusses other problems associated with using information from past studies for developing thresholds such as the existence of multiple different and inter-connected cause-effect pathways (which can confuse/confound interpretations), the use of sediment proxies, and the reliance on information from sediment traps to justify exposure regimes in sedimentation experiments."
